ejecutable;numElementos;tiempo
./insertionsort;200000;84.2547
./insertionsort;300000;189.577
./insertionsort;400000;337.529
./insertionsort;500000;526.224
./sort;100000;0.0102066
./sort;200000;0.0216423
./sort;300000;0.0342715
./sort;400000;0.0453269
./sort;500000;0.0556301
./timsort;100000;0.0186427
./timsort;200000;0.0376703
./timsort;300000;0.0577311
./timsort;400000;0.0793813
./timsort;500000;0.099751
./mergesort;100000;0.0314016
./mergesort;200000;0.0638509
./mergesort;300000;0.098034
./mergesort;400000;0.131022
./mergesort;500000;0.165149
./heapsort;100000;0.0320859
./heapsort;200000;0.0560235
./heapsort;300000;0.0891323
./heapsort;400000;0.117029
./heapsort;500000;0.150186
./quicksort;100000;0.00987815
./quicksort;200000;0.0194697
./quicksort;300000;0.0298513
./quicksort;400000;0.0402441
./quicksort;500000;0.04939
./insertionsort;100000;21.0488
./insertionsort;200000;84.0835
./insertionsort;300000;189.827
./insertionsort;400000;336.832
./insertionsort;500000;525.886
./sort;100000;0.0100684
./sort;200000;0.0214887
./sort;300000;0.0340194
./sort;400000;0.0446105
./sort;500000;0.0546527
./timsort;100000;0.0172081
./timsort;200000;0.038894
./timsort;300000;0.0593917
./timsort;400000;0.078945
./timsort;500000;0.104408
